 === NP Ecosistem model integration =====================
  time            phytoplankton   nitrate         total_N
   37.2999992       6.40303642E-03   3.59696359E-03   9.99999978E-03
   37.4000015       6.40214561E-03   3.59785417E-03   9.99999978E-03
   37.5000000       6.40126271E-03   3.59873730E-03   9.99999978E-03
   37.6000023       6.40038727E-03   3.59961297E-03   9.99999978E-03
   37.7000008       6.39951928E-03   3.60048120E-03   1.00000007E-02
   37.7999992       6.39865827E-03   3.60134197E-03   9.99999978E-03
   37.9000015       6.39780471E-03   3.60219553E-03   9.99999978E-03
   38.0000000       6.39695860E-03   3.60304187E-03   1.00000007E-02
   38.1000023       6.39611948E-03   3.60388099E-03   1.00000007E-02
   38.2000008       6.39528735E-03   3.60471290E-03   9.99999978E-03
   38.2999992       6.39446266E-03   3.60553782E-03   1.00000007E-02
   38.4000015       6.39364496E-03   3.60635575E-03   1.00000007E-02
   38.5000000       6.39283378E-03   3.60716670E-03   1.00000007E-02
   38.6000023       6.39202958E-03   3.60797090E-03   1.00000007E-02
   38.7000008       6.39123237E-03   3.60876834E-03   1.00000007E-02
   38.7999992       6.39044167E-03   3.60955903E-03   1.00000007E-02
   38.9000015       6.38965797E-03   3.61034297E-03   1.00000007E-02
   39.0000000       6.38888078E-03   3.61112016E-03   1.00000007E-02
   39.1000023       6.38811011E-03   3.61189083E-03   1.00000007E-02
   39.2000008       6.38734596E-03   3.61265498E-03   1.00000007E-02
   39.2999992       6.38658833E-03   3.61341261E-03   1.00000007E-02
   39.4000015       6.38583722E-03   3.61416396E-03   1.00000016E-02
   39.5000000       6.38509216E-03   3.61490902E-03   1.00000016E-02
   39.6000023       6.38435362E-03   3.61564779E-03   1.00000016E-02
   39.7000008       6.38362113E-03   3.61638027E-03   1.00000016E-02
   39.7999992       6.38289470E-03   3.61710647E-03   1.00000016E-02
   39.9000015       6.38217432E-03   3.61782662E-03   1.00000007E-02
   40.0000000       6.38146047E-03   3.61854071E-03   1.00000016E-02
   40.1000023       6.38075219E-03   3.61924875E-03   1.00000007E-02
   40.2000008       6.38004998E-03   3.61995073E-03   1.00000007E-02
   40.2999992       6.37935381E-03   3.62064689E-03   1.00000007E-02
   40.4000015       6.37866370E-03   3.62133724E-03   1.00000007E-02
   40.5000000       6.37797918E-03   3.62202176E-03   1.00000007E-02
   40.6000023       6.37730025E-03   3.62270046E-03   1.00000007E-02
   40.7000008       6.37662737E-03   3.62337357E-03   1.00000007E-02
   40.7999992       6.37596007E-03   3.62404087E-03   1.00000007E-02
   40.9000015       6.37529837E-03   3.62470257E-03   1.00000007E-02
   41.0000000       6.37464225E-03   3.62535869E-03   1.00000007E-02
   41.1000023       6.37399172E-03   3.62600922E-03   1.00000007E-02
   41.2000008       6.37334678E-03   3.62665439E-03   1.00000016E-02
   41.2999992       6.37270696E-03   3.62729421E-03   1.00000016E-02
   41.4000015       6.37207273E-03   3.62792867E-03   1.00000016E-02
   41.5000000       6.37144363E-03   3.62855778E-03   1.00000016E-02
   41.6000023       6.37082011E-03   3.62918153E-03   1.00000016E-02
   41.7000008       6.37020171E-03   3.62979993E-03   1.00000016E-02
   41.7999992       6.36958843E-03   3.63041321E-03   1.00000016E-02
   41.9000015       6.36898028E-03   3.63102136E-03   1.00000016E-02
   42.0000000       6.36837725E-03   3.63162439E-03   1.00000016E-02
   42.1000023       6.36777934E-03   3.63222230E-03   1.00000016E-02
   42.2000008       6.36718655E-03   3.63281532E-03   1.00000016E-02
   42.2999992       6.36659842E-03   3.63340322E-03   1.00000016E-02
   42.4000015       6.36601541E-03   3.63398623E-03   1.00000016E-02
   42.5000000       6.36543706E-03   3.63456435E-03   1.00000016E-02
   42.6000023       6.36486383E-03   3.63513757E-03   1.00000016E-02
   42.7000008       6.36429526E-03   3.63570615E-03   1.00000016E-02
   42.7999992       6.36373134E-03   3.63626983E-03   1.00000016E-02
   42.9000015       6.36317255E-03   3.63682886E-03   1.00000016E-02
   43.0000000       6.36261841E-03   3.63738323E-03   1.00000016E-02
   43.1000023       6.36206893E-03   3.63793294E-03   1.00000016E-02
   43.2000008       6.36152364E-03   3.63847800E-03   1.00000016E-02
   43.2999992       6.36098301E-03   3.63901840E-03   1.00000016E-02
   43.4000015       6.36044703E-03   3.63955437E-03   1.00000016E-02
   43.5000000       6.35991571E-03   3.64008592E-03   1.00000016E-02
   43.6000023       6.35938859E-03   3.64061305E-03   1.00000016E-02
   43.7000008       6.35886611E-03   3.64113576E-03   1.00000016E-02
   43.7999992       6.35834783E-03   3.64165404E-03   1.00000016E-02
   43.9000015       6.35783374E-03   3.64216790E-03   1.00000016E-02
   44.0000000       6.35732431E-03   3.64267756E-03   1.00000016E-02
   44.1000023       6.35681907E-03   3.64318280E-03   1.00000016E-02
   44.2000008       6.35631802E-03   3.64368386E-03   1.00000016E-02
   44.2999992       6.35582116E-03   3.64418072E-03   1.00000016E-02
   44.4000015       6.35532849E-03   3.64467339E-03   1.00000016E-02
   44.5000000       6.35484001E-03   3.64516210E-03   1.00000016E-02
   44.6000023       6.35435525E-03   3.64564662E-03   1.00000016E-02
   44.7000008       6.35387469E-03   3.64612718E-03   1.00000016E-02
   44.7999992       6.35339832E-03   3.64660379E-03   1.00000016E-02
   44.9000015       6.35292567E-03   3.64707620E-03   1.00000016E-02
   45.0000000       6.35245722E-03   3.64754489E-03   1.00000016E-02
   45.1000023       6.35199249E-03   3.64800962E-03   1.00000016E-02
   45.2000008       6.35153148E-03   3.64847039E-03   1.00000016E-02
   45.2999992       6.35107467E-03   3.64892744E-03   1.00000016E-02
   45.4000015       6.35062158E-03   3.64938052E-03   1.00000016E-02
   45.5000000       6.35017222E-03   3.64982989E-03   1.00000016E-02
   45.6000023       6.34972658E-03   3.65027552E-03   1.00000016E-02
   45.7000008       6.34928467E-03   3.65071744E-03   1.00000016E-02
   45.7999992       6.34884648E-03   3.65115562E-03   1.00000016E-02
   45.9000015       6.34841202E-03   3.65159009E-03   1.00000016E-02
   46.0000000       6.34798128E-03   3.65202106E-03   1.00000026E-02
   46.1000023       6.34755380E-03   3.65244830E-03   1.00000016E-02
   46.2000008       6.34713005E-03   3.65287205E-03   1.00000016E-02
   46.2999992       6.34671003E-03   3.65329231E-03   1.00000026E-02
   46.4000015       6.34629326E-03   3.65370908E-03   1.00000026E-02
   46.5000000       6.34588022E-03   3.65412235E-03   1.00000026E-02
   46.6000023       6.34547044E-03   3.65453213E-03   1.00000026E-02
   46.7000008       6.34506391E-03   3.65493842E-03   1.00000026E-02
   46.7999992       6.34466112E-03   3.65534145E-03   1.00000026E-02
   46.9000015       6.34426158E-03   3.65574099E-03   1.00000026E-02
   47.0000000       6.34386530E-03   3.65613727E-03   1.00000026E-02
   47.1000023       6.34347228E-03   3.65653029E-03   1.00000026E-02
   47.2000008       6.34308252E-03   3.65692005E-03   1.00000026E-02
   47.2999992       6.34269603E-03   3.65730654E-03   1.00000026E-02
   47.4000015       6.34231279E-03   3.65768978E-03   1.00000026E-02
   47.5000000       6.34193281E-03   3.65806976E-03   1.00000026E-02
   47.6000023       6.34155609E-03   3.65844672E-03   1.00000026E-02
   47.7000008       6.34118216E-03   3.65882041E-03   1.00000026E-02
   47.7999992       6.34081149E-03   3.65919108E-03   1.00000026E-02
   47.9000015       6.34044409E-03   3.65955872E-03   1.00000026E-02
   48.0000000       6.34007948E-03   3.65992333E-03   1.00000026E-02
   48.1000023       6.33971812E-03   3.66028491E-03   1.00000035E-02
   48.2000008       6.33935956E-03   3.66064347E-03   1.00000035E-02
   48.2999992       6.33900426E-03   3.66099901E-03   1.00000035E-02
   48.4000015       6.33865176E-03   3.66135151E-03   1.00000035E-02
   48.5000000       6.33830205E-03   3.66170122E-03   1.00000035E-02
   48.6000023       6.33795513E-03   3.66204791E-03   1.00000035E-02
   48.7000008       6.33761147E-03   3.66239180E-03   1.00000035E-02
   48.7999992       6.33727061E-03   3.66273266E-03   1.00000035E-02
