 === NPZ Ecosistem model integration ====================================
  time            phytoplankton   zooplankton     nitrate         total_N
   92.2500000      0.160190016       1.22630882       2.61349750       3.99999619    
   92.2599945      0.160942703       1.22536814       2.61368537       3.99999619    
   92.2699966      0.161700293       1.22443056       2.61386538       3.99999619    
   92.2799988      0.162462831       1.22349608       2.61403728       3.99999619    
   92.2900009      0.163230330       1.22256470       2.61420131       3.99999619    
   92.2999954      0.164002836       1.22163641       2.61435723       3.99999642    
   92.3099976      0.164780378       1.22071123       2.61450481       3.99999642    
   92.3199997      0.165563002       1.21978915       2.61464429       3.99999642    
   92.3299942      0.166350737       1.21887016       2.61477542       3.99999619    
   92.3399963      0.167143613       1.21795440       2.61489844       3.99999642    
   92.3499985      0.167941675       1.21704173       2.61501312       3.99999666    
   92.3600006      0.168744951       1.21613216       2.61511946       3.99999666    
   92.3699951      0.169553488       1.21522582       2.61521721       3.99999666    
   92.3799973      0.170367315       1.21432269       2.61530662       3.99999666    
   92.3899994      0.171186462       1.21342266       2.61538744       3.99999666    
   92.4000015      0.172010973       1.21252584       2.61545968       3.99999666    
   92.4099960      0.172840893       1.21163225       2.61552334       3.99999642    
   92.4199982      0.173676252       1.21074188       2.61557841       3.99999666    
   92.4300003      0.174517080       1.20985472       2.61562467       3.99999642    
   92.4399948      0.175363436       1.20897079       2.61566234       3.99999666    
   92.4499969      0.176215336       1.20809007       2.61569118       3.99999666    
   92.4599991      0.177072838       1.20721257       2.61571121       3.99999666    
   92.4700012      0.177935958       1.20633829       2.61572242       3.99999666    
   92.4799957      0.178804755       1.20546734       2.61572456       3.99999666    
   92.4899979      0.179679260       1.20459962       2.61571765       3.99999666    
   92.5000000      0.180559516       1.20373523       2.61570191       3.99999666    
   92.5099945      0.181445569       1.20287406       2.61567688       3.99999666    
   92.5199966      0.182337448       1.20201623       2.61564279       3.99999642    
   92.5299988      0.183235198       1.20116174       2.61559963       3.99999666    
   92.5400009      0.184138864       1.20031059       2.61554718       3.99999666    
   92.5499954      0.185048476       1.19946277       2.61548543       3.99999666    
   92.5599976      0.185964093       1.19861829       2.61541438       3.99999666    
   92.5699997      0.186885744       1.19777715       2.61533380       3.99999666    
   92.5799942      0.187813476       1.19693935       2.61524391       3.99999666    
   92.5899963      0.188747332       1.19610488       2.61514449       3.99999666    
   92.5999985      0.189687356       1.19527388       2.61503553       3.99999666    
   92.6100006      0.190633595       1.19444621       2.61491704       3.99999690    
   92.6199951      0.191586077       1.19362199       2.61478877       3.99999690    
   92.6299973      0.192544863       1.19280124       2.61465073       3.99999666    
   92.6399994      0.193509981       1.19198382       2.61450291       3.99999666    
   92.6500015      0.194481492       1.19116986       2.61434531       3.99999666    
   92.6599960      0.195459440       1.19035935       2.61417794       3.99999666    
