 === NP Ecosistem model integration =====================
  time            phytoplankton   nitrate         total_N
   40.7000008       2.62963083E-02   3.70370061E-03   3.00000086E-02
   40.7999992       2.62963083E-02   3.70370061E-03   3.00000086E-02
   40.9000015       2.62963083E-02   3.70370061E-03   3.00000086E-02
   41.0000000       2.62963083E-02   3.70370061E-03   3.00000086E-02
   41.1000023       2.62963083E-02   3.70370061E-03   3.00000086E-02
   41.2000008       2.62963083E-02   3.70370061E-03   3.00000086E-02
   41.2999992       2.62963083E-02   3.70370061E-03   3.00000086E-02
   41.4000015       2.62963083E-02   3.70370061E-03   3.00000086E-02
   41.5000000       2.62963083E-02   3.70370061E-03   3.00000086E-02
   41.6000023       2.62963083E-02   3.70370061E-03   3.00000086E-02
   41.7000008       2.62963083E-02   3.70370061E-03   3.00000086E-02
   41.7999992       2.62963083E-02   3.70370061E-03   3.00000086E-02
   41.9000015       2.62963083E-02   3.70370061E-03   3.00000086E-02
   42.0000000       2.62963083E-02   3.70370061E-03   3.00000086E-02
   42.1000023       2.62963083E-02   3.70370061E-03   3.00000086E-02
   42.2000008       2.62963083E-02   3.70370061E-03   3.00000086E-02
   42.2999992       2.62963083E-02   3.70370061E-03   3.00000086E-02
   42.4000015       2.62963083E-02   3.70370061E-03   3.00000086E-02
   42.5000000       2.62963083E-02   3.70370061E-03   3.00000086E-02
   42.6000023       2.62963083E-02   3.70370061E-03   3.00000086E-02
   42.7000008       2.62963083E-02   3.70370061E-03   3.00000086E-02
   42.7999992       2.62963083E-02   3.70370061E-03   3.00000086E-02
   42.9000015       2.62963083E-02   3.70370061E-03   3.00000086E-02
   43.0000000       2.62963083E-02   3.70370061E-03   3.00000086E-02
   43.1000023       2.62963083E-02   3.70370061E-03   3.00000086E-02
   43.2000008       2.62963083E-02   3.70370061E-03   3.00000086E-02
   43.2999992       2.62963083E-02   3.70370061E-03   3.00000086E-02
   43.4000015       2.62963083E-02   3.70370061E-03   3.00000086E-02
   43.5000000       2.62963083E-02   3.70370061E-03   3.00000086E-02
   43.6000023       2.62963083E-02   3.70370061E-03   3.00000086E-02
   43.7000008       2.62963083E-02   3.70370061E-03   3.00000086E-02
   43.7999992       2.62963083E-02   3.70370061E-03   3.00000086E-02
   43.9000015       2.62963083E-02   3.70370061E-03   3.00000086E-02
   44.0000000       2.62963083E-02   3.70370061E-03   3.00000086E-02
   44.1000023       2.62963083E-02   3.70370061E-03   3.00000086E-02
   44.2000008       2.62963083E-02   3.70370061E-03   3.00000086E-02
   44.2999992       2.62963083E-02   3.70370061E-03   3.00000086E-02
   44.4000015       2.62963083E-02   3.70370061E-03   3.00000086E-02
   44.5000000       2.62963083E-02   3.70370061E-03   3.00000086E-02
   44.6000023       2.62963083E-02   3.70370061E-03   3.00000086E-02
   44.7000008       2.62963083E-02   3.70370061E-03   3.00000086E-02
   44.7999992       2.62963083E-02   3.70370061E-03   3.00000086E-02
   44.9000015       2.62963083E-02   3.70370061E-03   3.00000086E-02
   45.0000000       2.62963083E-02   3.70370061E-03   3.00000086E-02
   45.1000023       2.62963083E-02   3.70370061E-03   3.00000086E-02
   45.2000008       2.62963083E-02   3.70370061E-03   3.00000086E-02
   45.2999992       2.62963083E-02   3.70370061E-03   3.00000086E-02
   45.4000015       2.62963083E-02   3.70370061E-03   3.00000086E-02
   45.5000000       2.62963083E-02   3.70370061E-03   3.00000086E-02
   45.6000023       2.62963083E-02   3.70370061E-03   3.00000086E-02
   45.7000008       2.62963083E-02   3.70370061E-03   3.00000086E-02
   45.7999992       2.62963083E-02   3.70370061E-03   3.00000086E-02
   45.9000015       2.62963083E-02   3.70370061E-03   3.00000086E-02
   46.0000000       2.62963083E-02   3.70370061E-03   3.00000086E-02
   46.1000023       2.62963083E-02   3.70370061E-03   3.00000086E-02
   46.2000008       2.62963083E-02   3.70370061E-03   3.00000086E-02
   46.2999992       2.62963083E-02   3.70370061E-03   3.00000086E-02
   46.4000015       2.62963083E-02   3.70370061E-03   3.00000086E-02
   46.5000000       2.62963083E-02   3.70370061E-03   3.00000086E-02
   46.6000023       2.62963083E-02   3.70370061E-03   3.00000086E-02
   46.7000008       2.62963083E-02   3.70370061E-03   3.00000086E-02
   46.7999992       2.62963083E-02   3.70370061E-03   3.00000086E-02
   46.9000015       2.62963083E-02   3.70370061E-03   3.00000086E-02
   47.0000000       2.62963083E-02   3.70370061E-03   3.00000086E-02
   47.1000023       2.62963083E-02   3.70370061E-03   3.00000086E-02
   47.2000008       2.62963083E-02   3.70370061E-03   3.00000086E-02
   47.2999992       2.62963083E-02   3.70370061E-03   3.00000086E-02
   47.4000015       2.62963083E-02   3.70370061E-03   3.00000086E-02
   47.5000000       2.62963083E-02   3.70370061E-03   3.00000086E-02
   47.6000023       2.62963083E-02   3.70370061E-03   3.00000086E-02
   47.7000008       2.62963083E-02   3.70370061E-03   3.00000086E-02
   47.7999992       2.62963083E-02   3.70370061E-03   3.00000086E-02
   47.9000015       2.62963083E-02   3.70370061E-03   3.00000086E-02
   48.0000000       2.62963083E-02   3.70370061E-03   3.00000086E-02
   48.1000023       2.62963083E-02   3.70370061E-03   3.00000086E-02
   48.2000008       2.62963083E-02   3.70370061E-03   3.00000086E-02
   48.2999992       2.62963083E-02   3.70370061E-03   3.00000086E-02
   48.4000015       2.62963083E-02   3.70370061E-03   3.00000086E-02
   48.5000000       2.62963083E-02   3.70370061E-03   3.00000086E-02
   48.6000023       2.62963083E-02   3.70370061E-03   3.00000086E-02
   48.7000008       2.62963083E-02   3.70370061E-03   3.00000086E-02
   48.7999992       2.62963083E-02   3.70370061E-03   3.00000086E-02
   48.9000015       2.62963083E-02   3.70370061E-03   3.00000086E-02
   49.0000000       2.62963083E-02   3.70370061E-03   3.00000086E-02
   49.1000023       2.62963083E-02   3.70370061E-03   3.00000086E-02
   49.2000008       2.62963083E-02   3.70370061E-03   3.00000086E-02
   49.2999992       2.62963083E-02   3.70370061E-03   3.00000086E-02
   49.4000015       2.62963083E-02   3.70370061E-03   3.00000086E-02
   49.5000000       2.62963083E-02   3.70370061E-03   3.00000086E-02
   49.6000023       2.62963083E-02   3.70370061E-03   3.00000086E-02
   49.7000008       2.62963083E-02   3.70370061E-03   3.00000086E-02
   49.7999992       2.62963083E-02   3.70370061E-03   3.00000086E-02
   49.9000015       2.62963083E-02   3.70370061E-03   3.00000086E-02
   50.0000000       2.62963083E-02   3.70370061E-03   3.00000086E-02
   50.1000023       2.62963083E-02   3.70370061E-03   3.00000086E-02
   50.2000008       2.62963083E-02   3.70370061E-03   3.00000086E-02
   50.2999992       2.62963083E-02   3.70370061E-03   3.00000086E-02
   50.4000015       2.62963083E-02   3.70370061E-03   3.00000086E-02
   50.5000000       2.62963083E-02   3.70370061E-03   3.00000086E-02
   50.6000023       2.62963083E-02   3.70370061E-03   3.00000086E-02
   50.7000008       2.62963083E-02   3.70370061E-03   3.00000086E-02
   50.7999992       2.62963083E-02   3.70370061E-03   3.00000086E-02
   50.9000015       2.62963083E-02   3.70370061E-03   3.00000086E-02
   51.0000000       2.62963083E-02   3.70370061E-03   3.00000086E-02
   51.1000023       2.62963083E-02   3.70370061E-03   3.00000086E-02
   51.2000008       2.62963083E-02   3.70370061E-03   3.00000086E-02
   51.2999992       2.62963083E-02   3.70370061E-03   3.00000086E-02
   51.4000015       2.62963083E-02   3.70370061E-03   3.00000086E-02
   51.5000000       2.62963083E-02   3.70370061E-03   3.00000086E-02
   51.6000023       2.62963083E-02   3.70370061E-03   3.00000086E-02
   51.7000008       2.62963083E-02   3.70370061E-03   3.00000086E-02
   51.7999992       2.62963083E-02   3.70370061E-03   3.00000086E-02
   51.9000015       2.62963083E-02   3.70370061E-03   3.00000086E-02
   52.0000000       2.62963083E-02   3.70370061E-03   3.00000086E-02
   52.1000023       2.62963083E-02   3.70370061E-03   3.00000086E-02
   52.2000008       2.62963083E-02   3.70370061E-03   3.00000086E-02
   52.2999992       2.62963083E-02   3.70370061E-03   3.00000086E-02
   52.4000015       2.62963083E-02   3.70370061E-03   3.00000086E-02
   52.5000000       2.62963083E-02   3.70370061E-03   3.00000086E-02
   52.6000023       2.62963083E-02   3.70370061E-03   3.00000086E-02
   52.7000008       2.62963083E-02   3.70370061E-03   3.00000086E-02
   52.7999992       2.62963083E-02   3.70370061E-03   3.00000086E-02
   52.9000015       2.62963083E-02   3.70370061E-03   3.00000086E-02
   53.0000000       2.62963083E-02   3.70370061E-03   3.00000086E-02
   53.1000023       2.62963083E-02   3.70370061E-03   3.00000086E-02
   53.2000008       2.62963083E-02   3.70370061E-03   3.00000086E-02
   53.2999992       2.62963083E-02   3.70370061E-03   3.00000086E-02
   53.4000015       2.62963083E-02   3.70370061E-03   3.00000086E-02
   53.5000000       2.62963083E-02   3.70370061E-03   3.00000086E-02
   53.6000023       2.62963083E-02   3.70370061E-03   3.00000086E-02
   53.7000008       2.62963083E-02   3.70370061E-03   3.00000086E-02
   53.7999992       2.62963083E-02   3.70370061E-03   3.00000086E-02
   53.9000015       2.62963083E-02   3.70370061E-03   3.00000086E-02
   54.0000000       2.62963083E-02   3.70370061E-03   3.00000086E-02
   54.1000023       2.62963083E-02   3.70370061E-03   3.00000086E-02
   54.2000008       2.62963083E-02   3.70370061E-03   3.00000086E-02
   54.2999992       2.62963083E-02   3.70370061E-03   3.00000086E-02
   54.4000015       2.62963083E-02   3.70370061E-03   3.00000086E-02
   54.5000000       2.62963083E-02   3.70370061E-03   3.00000086E-02
   54.6000023       2.62963083E-02   3.70370061E-03   3.00000086E-02
   54.7000008       2.62963083E-02   3.70370061E-03   3.00000086E-02
   54.7999992       2.62963083E-02   3.70370061E-03   3.00000086E-02
   54.9000015       2.62963083E-02   3.70370061E-03   3.00000086E-02
   55.0000000       2.62963083E-02   3.70370061E-03   3.00000086E-02
   55.1000023       2.62963083E-02   3.70370061E-03   3.00000086E-02
   55.2000008       2.62963083E-02   3.70370061E-03   3.00000086E-02
   55.2999992       2.62963083E-02   3.70370061E-03   3.00000086E-02
   55.4000015       2.62963083E-02   3.70370061E-03   3.00000086E-02
   55.5000000       2.62963083E-02   3.70370061E-03   3.00000086E-02
   55.6000023       2.62963083E-02   3.70370061E-03   3.00000086E-02
   55.7000008       2.62963083E-02   3.70370061E-03   3.00000086E-02
   55.7999992       2.62963083E-02   3.70370061E-03   3.00000086E-02
   55.9000015       2.62963083E-02   3.70370061E-03   3.00000086E-02
   56.0000000       2.62963083E-02   3.70370061E-03   3.00000086E-02
   56.1000023       2.62963083E-02   3.70370061E-03   3.00000086E-02
   56.2000008       2.62963083E-02   3.70370061E-03   3.00000086E-02
   56.2999992       2.62963083E-02   3.70370061E-03   3.00000086E-02
   56.4000015       2.62963083E-02   3.70370061E-03   3.00000086E-02
   56.5000000       2.62963083E-02   3.70370061E-03   3.00000086E-02
   56.6000023       2.62963083E-02   3.70370061E-03   3.00000086E-02
   56.7000008       2.62963083E-02   3.70370061E-03   3.00000086E-02
   56.7999992       2.62963083E-02   3.70370061E-03   3.00000086E-02
   56.9000015       2.62963083E-02   3.70370061E-03   3.00000086E-02
   57.0000000       2.62963083E-02   3.70370061E-03   3.00000086E-02
   57.1000023       2.62963083E-02   3.70370061E-03   3.00000086E-02
   57.2000008       2.62963083E-02   3.70370061E-03   3.00000086E-02
   57.2999992       2.62963083E-02   3.70370061E-03   3.00000086E-02
   57.4000015       2.62963083E-02   3.70370061E-03   3.00000086E-02
   57.5000000       2.62963083E-02   3.70370061E-03   3.00000086E-02
   57.6000023       2.62963083E-02   3.70370061E-03   3.00000086E-02
   57.7000008       2.62963083E-02   3.70370061E-03   3.00000086E-02
   57.7999992       2.62963083E-02   3.70370061E-03   3.00000086E-02
   57.9000015       2.62963083E-02   3.70370061E-03   3.00000086E-02
   58.0000000       2.62963083E-02   3.70370061E-03   3.00000086E-02
   58.1000023       2.62963083E-02   3.70370061E-03   3.00000086E-02
   58.2000008       2.62963083E-02   3.70370061E-03   3.00000086E-02
   58.2999992       2.62963083E-02   3.70370061E-03   3.00000086E-02
   58.4000015       2.62963083E-02   3.70370061E-03   3.00000086E-02
   58.5000000       2.62963083E-02   3.70370061E-03   3.00000086E-02
   58.6000023       2.62963083E-02   3.70370061E-03   3.00000086E-02
   58.7000008       2.62963083E-02   3.70370061E-03   3.00000086E-02
   58.7999992       2.62963083E-02   3.70370061E-03   3.00000086E-02
   58.9000015       2.62963083E-02   3.70370061E-03   3.00000086E-02
   59.0000000       2.62963083E-02   3.70370061E-03   3.00000086E-02
   59.1000023       2.62963083E-02   3.70370061E-03   3.00000086E-02
   59.2000008       2.62963083E-02   3.70370061E-03   3.00000086E-02
   59.2999992       2.62963083E-02   3.70370061E-03   3.00000086E-02
   59.4000015       2.62963083E-02   3.70370061E-03   3.00000086E-02
   59.5000000       2.62963083E-02   3.70370061E-03   3.00000086E-02
   59.6000023       2.62963083E-02   3.70370061E-03   3.00000086E-02
   59.7000008       2.62963083E-02   3.70370061E-03   3.00000086E-02
   59.7999992       2.62963083E-02   3.70370061E-03   3.00000086E-02
   59.9000015       2.62963083E-02   3.70370061E-03   3.00000086E-02
   60.0000000       2.62963083E-02   3.70370061E-03   3.00000086E-02
   60.1000023       2.62963083E-02   3.70370061E-03   3.00000086E-02
   60.2000008       2.62963083E-02   3.70370061E-03   3.00000086E-02
   60.2999992       2.62963083E-02   3.70370061E-03   3.00000086E-02
   60.4000015       2.62963083E-02   3.70370061E-03   3.00000086E-02
   60.5000000       2.62963083E-02   3.70370061E-03   3.00000086E-02
   60.6000023       2.62963083E-02   3.70370061E-03   3.00000086E-02
   60.7000008       2.62963083E-02   3.70370061E-03   3.00000086E-02
   60.7999992       2.62963083E-02   3.70370061E-03   3.00000086E-02
   60.9000015       2.62963083E-02   3.70370061E-03   3.00000086E-02
   61.0000000       2.62963083E-02   3.70370061E-03   3.00000086E-02
   61.1000023       2.62963083E-02   3.70370061E-03   3.00000086E-02
   61.2000008       2.62963083E-02   3.70370061E-03   3.00000086E-02
   61.2999992       2.62963083E-02   3.70370061E-03   3.00000086E-02
   61.4000015       2.62963083E-02   3.70370061E-03   3.00000086E-02
   61.5000000       2.62963083E-02   3.70370061E-03   3.00000086E-02
   61.6000023       2.62963083E-02   3.70370061E-03   3.00000086E-02
   61.7000008       2.62963083E-02   3.70370061E-03   3.00000086E-02
   61.7999992       2.62963083E-02   3.70370061E-03   3.00000086E-02
   61.9000015       2.62963083E-02   3.70370061E-03   3.00000086E-02
   62.0000000       2.62963083E-02   3.70370061E-03   3.00000086E-02
   62.1000023       2.62963083E-02   3.70370061E-03   3.00000086E-02
   62.2000008       2.62963083E-02   3.70370061E-03   3.00000086E-02
   62.2999992       2.62963083E-02   3.70370061E-03   3.00000086E-02
   62.4000015       2.62963083E-02   3.70370061E-03   3.00000086E-02
   62.5000000       2.62963083E-02   3.70370061E-03   3.00000086E-02
   62.6000023       2.62963083E-02   3.70370061E-03   3.00000086E-02
   62.7000008       2.62963083E-02   3.70370061E-03   3.00000086E-02
   62.7999992       2.62963083E-02   3.70370061E-03   3.00000086E-02
   62.9000015       2.62963083E-02   3.70370061E-03   3.00000086E-02
   63.0000000       2.62963083E-02   3.70370061E-03   3.00000086E-02
   63.1000023       2.62963083E-02   3.70370061E-03   3.00000086E-02
   63.2000008       2.62963083E-02   3.70370061E-03   3.00000086E-02
   63.2999992       2.62963083E-02   3.70370061E-03   3.00000086E-02
   63.4000015       2.62963083E-02   3.70370061E-03   3.00000086E-02
   63.5000000       2.62963083E-02   3.70370061E-03   3.00000086E-02
   63.6000023       2.62963083E-02   3.70370061E-03   3.00000086E-02
   63.7000008       2.62963083E-02   3.70370061E-03   3.00000086E-02
   63.7999992       2.62963083E-02   3.70370061E-03   3.00000086E-02
   63.9000015       2.62963083E-02   3.70370061E-03   3.00000086E-02
   64.0000000       2.62963083E-02   3.70370061E-03   3.00000086E-02
   64.0999985       2.62963083E-02   3.70370061E-03   3.00000086E-02
   64.2000046       2.62963083E-02   3.70370061E-03   3.00000086E-02
   64.3000031       2.62963083E-02   3.70370061E-03   3.00000086E-02
   64.4000015       2.62963083E-02   3.70370061E-03   3.00000086E-02
   64.5000000       2.62963083E-02   3.70370061E-03   3.00000086E-02
   64.5999985       2.62963083E-02   3.70370061E-03   3.00000086E-02
   64.7000046       2.62963083E-02   3.70370061E-03   3.00000086E-02
   64.8000031       2.62963083E-02   3.70370061E-03   3.00000086E-02
   64.9000015       2.62963083E-02   3.70370061E-03   3.00000086E-02
   65.0000000       2.62963083E-02   3.70370061E-03   3.00000086E-02
   65.0999985       2.62963083E-02   3.70370061E-03   3.00000086E-02
   65.2000046       2.62963083E-02   3.70370061E-03   3.00000086E-02
   65.3000031       2.62963083E-02   3.70370061E-03   3.00000086E-02
   65.4000015       2.62963083E-02   3.70370061E-03   3.00000086E-02
   65.5000000       2.62963083E-02   3.70370061E-03   3.00000086E-02
   65.5999985       2.62963083E-02   3.70370061E-03   3.00000086E-02
   65.7000046       2.62963083E-02   3.70370061E-03   3.00000086E-02
   65.8000031       2.62963083E-02   3.70370061E-03   3.00000086E-02
   65.9000015       2.62963083E-02   3.70370061E-03   3.00000086E-02
   66.0000000       2.62963083E-02   3.70370061E-03   3.00000086E-02
   66.0999985       2.62963083E-02   3.70370061E-03   3.00000086E-02
   66.2000046       2.62963083E-02   3.70370061E-03   3.00000086E-02
   66.3000031       2.62963083E-02   3.70370061E-03   3.00000086E-02
   66.4000015       2.62963083E-02   3.70370061E-03   3.00000086E-02
   66.5000000       2.62963083E-02   3.70370061E-03   3.00000086E-02
   66.5999985       2.62963083E-02   3.70370061E-03   3.00000086E-02
   66.7000046       2.62963083E-02   3.70370061E-03   3.00000086E-02
   66.8000031       2.62963083E-02   3.70370061E-03   3.00000086E-02
   66.9000015       2.62963083E-02   3.70370061E-03   3.00000086E-02
   67.0000000       2.62963083E-02   3.70370061E-03   3.00000086E-02
   67.0999985       2.62963083E-02   3.70370061E-03   3.00000086E-02
   67.2000046       2.62963083E-02   3.70370061E-03   3.00000086E-02
   67.3000031       2.62963083E-02   3.70370061E-03   3.00000086E-02
   67.4000015       2.62963083E-02   3.70370061E-03   3.00000086E-02
   67.5000000       2.62963083E-02   3.70370061E-03   3.00000086E-02
   67.5999985       2.62963083E-02   3.70370061E-03   3.00000086E-02
   67.7000046       2.62963083E-02   3.70370061E-03   3.00000086E-02
   67.8000031       2.62963083E-02   3.70370061E-03   3.00000086E-02
   67.9000015       2.62963083E-02   3.70370061E-03   3.00000086E-02
   68.0000000       2.62963083E-02   3.70370061E-03   3.00000086E-02
   68.0999985       2.62963083E-02   3.70370061E-03   3.00000086E-02
   68.2000046       2.62963083E-02   3.70370061E-03   3.00000086E-02
   68.3000031       2.62963083E-02   3.70370061E-03   3.00000086E-02
   68.4000015       2.62963083E-02   3.70370061E-03   3.00000086E-02
   68.5000000       2.62963083E-02   3.70370061E-03   3.00000086E-02
   68.5999985       2.62963083E-02   3.70370061E-03   3.00000086E-02
   68.7000046       2.62963083E-02   3.70370061E-03   3.00000086E-02
   68.8000031       2.62963083E-02   3.70370061E-03   3.00000086E-02
   68.9000015       2.62963083E-02   3.70370061E-03   3.00000086E-02
   69.0000000       2.62963083E-02   3.70370061E-03   3.00000086E-02
   69.0999985       2.62963083E-02   3.70370061E-03   3.00000086E-02
   69.2000046       2.62963083E-02   3.70370061E-03   3.00000086E-02
   69.3000031       2.62963083E-02   3.70370061E-03   3.00000086E-02
   69.4000015       2.62963083E-02   3.70370061E-03   3.00000086E-02
   69.5000000       2.62963083E-02   3.70370061E-03   3.00000086E-02
   69.5999985       2.62963083E-02   3.70370061E-03   3.00000086E-02
   69.7000046       2.62963083E-02   3.70370061E-03   3.00000086E-02
   69.8000031       2.62963083E-02   3.70370061E-03   3.00000086E-02
   69.9000015       2.62963083E-02   3.70370061E-03   3.00000086E-02
   70.0000000       2.62963083E-02   3.70370061E-03   3.00000086E-02
   70.0999985       2.62963083E-02   3.70370061E-03   3.00000086E-02
   70.2000046       2.62963083E-02   3.70370061E-03   3.00000086E-02
   70.3000031       2.62963083E-02   3.70370061E-03   3.00000086E-02
   70.4000015       2.62963083E-02   3.70370061E-03   3.00000086E-02
   70.5000000       2.62963083E-02   3.70370061E-03   3.00000086E-02
   70.5999985       2.62963083E-02   3.70370061E-03   3.00000086E-02
   70.7000046       2.62963083E-02   3.70370061E-03   3.00000086E-02
   70.8000031       2.62963083E-02   3.70370061E-03   3.00000086E-02
   70.9000015       2.62963083E-02   3.70370061E-03   3.00000086E-02
   71.0000000       2.62963083E-02   3.70370061E-03   3.00000086E-02
   71.0999985       2.62963083E-02   3.70370061E-03   3.00000086E-02
   71.2000046       2.62963083E-02   3.70370061E-03   3.00000086E-02
   71.3000031       2.62963083E-02   3.70370061E-03   3.00000086E-02
   71.4000015       2.62963083E-02   3.70370061E-03   3.00000086E-02
   71.5000000       2.62963083E-02   3.70370061E-03   3.00000086E-02
   71.5999985       2.62963083E-02   3.70370061E-03   3.00000086E-02
   71.7000046       2.62963083E-02   3.70370061E-03   3.00000086E-02
   71.8000031       2.62963083E-02   3.70370061E-03   3.00000086E-02
   71.9000015       2.62963083E-02   3.70370061E-03   3.00000086E-02
   72.0000000       2.62963083E-02   3.70370061E-03   3.00000086E-02
   72.0999985       2.62963083E-02   3.70370061E-03   3.00000086E-02
   72.2000046       2.62963083E-02   3.70370061E-03   3.00000086E-02
   72.3000031       2.62963083E-02   3.70370061E-03   3.00000086E-02
   72.4000015       2.62963083E-02   3.70370061E-03   3.00000086E-02
   72.5000000       2.62963083E-02   3.70370061E-03   3.00000086E-02
   72.5999985       2.62963083E-02   3.70370061E-03   3.00000086E-02
   72.7000046       2.62963083E-02   3.70370061E-03   3.00000086E-02
   72.8000031       2.62963083E-02   3.70370061E-03   3.00000086E-02
   72.9000015       2.62963083E-02   3.70370061E-03   3.00000086E-02
   73.0000000       2.62963083E-02   3.70370061E-03   3.00000086E-02
   73.0999985       2.62963083E-02   3.70370061E-03   3.00000086E-02
   73.2000046       2.62963083E-02   3.70370061E-03   3.00000086E-02
   73.3000031       2.62963083E-02   3.70370061E-03   3.00000086E-02
   73.4000015       2.62963083E-02   3.70370061E-03   3.00000086E-02
   73.5000000       2.62963083E-02   3.70370061E-03   3.00000086E-02
   73.5999985       2.62963083E-02   3.70370061E-03   3.00000086E-02
   73.7000046       2.62963083E-02   3.70370061E-03   3.00000086E-02
   73.8000031       2.62963083E-02   3.70370061E-03   3.00000086E-02
   73.9000015       2.62963083E-02   3.70370061E-03   3.00000086E-02
   74.0000000       2.62963083E-02   3.70370061E-03   3.00000086E-02
   74.0999985       2.62963083E-02   3.70370061E-03   3.00000086E-02
   74.2000046       2.62963083E-02   3.70370061E-03   3.00000086E-02
   74.3000031       2.62963083E-02   3.70370061E-03   3.00000086E-02
   74.4000015       2.62963083E-02   3.70370061E-03   3.00000086E-02
   74.5000000       2.62963083E-02   3.70370061E-03   3.00000086E-02
   74.5999985       2.62963083E-02   3.70370061E-03   3.00000086E-02
   74.7000046       2.62963083E-02   3.70370061E-03   3.00000086E-02
   74.8000031       2.62963083E-02   3.70370061E-03   3.00000086E-02
   74.9000015       2.62963083E-02   3.70370061E-03   3.00000086E-02
   75.0000000       2.62963083E-02   3.70370061E-03   3.00000086E-02
   75.0999985       2.62963083E-02   3.70370061E-03   3.00000086E-02
   75.2000046       2.62963083E-02   3.70370061E-03   3.00000086E-02
   75.3000031       2.62963083E-02   3.70370061E-03   3.00000086E-02
   75.4000015       2.62963083E-02   3.70370061E-03   3.00000086E-02
   75.5000000       2.62963083E-02   3.70370061E-03   3.00000086E-02
   75.5999985       2.62963083E-02   3.70370061E-03   3.00000086E-02
   75.7000046       2.62963083E-02   3.70370061E-03   3.00000086E-02
   75.8000031       2.62963083E-02   3.70370061E-03   3.00000086E-02
   75.9000015       2.62963083E-02   3.70370061E-03   3.00000086E-02
   76.0000000       2.62963083E-02   3.70370061E-03   3.00000086E-02
   76.0999985       2.62963083E-02   3.70370061E-03   3.00000086E-02
   76.2000046       2.62963083E-02   3.70370061E-03   3.00000086E-02
   76.3000031       2.62963083E-02   3.70370061E-03   3.00000086E-02
   76.4000015       2.62963083E-02   3.70370061E-03   3.00000086E-02
   76.5000000       2.62963083E-02   3.70370061E-03   3.00000086E-02
   76.5999985       2.62963083E-02   3.70370061E-03   3.00000086E-02
   76.7000046       2.62963083E-02   3.70370061E-03   3.00000086E-02
   76.8000031       2.62963083E-02   3.70370061E-03   3.00000086E-02
   76.9000015       2.62963083E-02   3.70370061E-03   3.00000086E-02
   77.0000000       2.62963083E-02   3.70370061E-03   3.00000086E-02
   77.0999985       2.62963083E-02   3.70370061E-03   3.00000086E-02
   77.2000046       2.62963083E-02   3.70370061E-03   3.00000086E-02
   77.3000031       2.62963083E-02   3.70370061E-03   3.00000086E-02
   77.4000015       2.62963083E-02   3.70370061E-03   3.00000086E-02
   77.5000000       2.62963083E-02   3.70370061E-03   3.00000086E-02
   77.5999985       2.62963083E-02   3.70370061E-03   3.00000086E-02
   77.7000046       2.62963083E-02   3.70370061E-03   3.00000086E-02
   77.8000031       2.62963083E-02   3.70370061E-03   3.00000086E-02
   77.9000015       2.62963083E-02   3.70370061E-03   3.00000086E-02
   78.0000000       2.62963083E-02   3.70370061E-03   3.00000086E-02
   78.0999985       2.62963083E-02   3.70370061E-03   3.00000086E-02
   78.2000046       2.62963083E-02   3.70370061E-03   3.00000086E-02
   78.3000031       2.62963083E-02   3.70370061E-03   3.00000086E-02
   78.4000015       2.62963083E-02   3.70370061E-03   3.00000086E-02
   78.5000000       2.62963083E-02   3.70370061E-03   3.00000086E-02
   78.5999985       2.62963083E-02   3.70370061E-03   3.00000086E-02
   78.7000046       2.62963083E-02   3.70370061E-03   3.00000086E-02
   78.8000031       2.62963083E-02   3.70370061E-03   3.00000086E-02
   78.9000015       2.62963083E-02   3.70370061E-03   3.00000086E-02
   79.0000000       2.62963083E-02   3.70370061E-03   3.00000086E-02
   79.0999985       2.62963083E-02   3.70370061E-03   3.00000086E-02
   79.2000046       2.62963083E-02   3.70370061E-03   3.00000086E-02
   79.3000031       2.62963083E-02   3.70370061E-03   3.00000086E-02
   79.4000015       2.62963083E-02   3.70370061E-03   3.00000086E-02
   79.5000000       2.62963083E-02   3.70370061E-03   3.00000086E-02
   79.5999985       2.62963083E-02   3.70370061E-03   3.00000086E-02
   79.7000046       2.62963083E-02   3.70370061E-03   3.00000086E-02
   79.8000031       2.62963083E-02   3.70370061E-03   3.00000086E-02
   79.9000015       2.62963083E-02   3.70370061E-03   3.00000086E-02
   80.0000000       2.62963083E-02   3.70370061E-03   3.00000086E-02
   80.0999985       2.62963083E-02   3.70370061E-03   3.00000086E-02
   80.2000046       2.62963083E-02   3.70370061E-03   3.00000086E-02
   80.3000031       2.62963083E-02   3.70370061E-03   3.00000086E-02
   80.4000015       2.62963083E-02   3.70370061E-03   3.00000086E-02
   80.5000000       2.62963083E-02   3.70370061E-03   3.00000086E-02
   80.5999985       2.62963083E-02   3.70370061E-03   3.00000086E-02
   80.7000046       2.62963083E-02   3.70370061E-03   3.00000086E-02
   80.8000031       2.62963083E-02   3.70370061E-03   3.00000086E-02
   80.9000015       2.62963083E-02   3.70370061E-03   3.00000086E-02
   81.0000000       2.62963083E-02   3.70370061E-03   3.00000086E-02
   81.0999985       2.62963083E-02   3.70370061E-03   3.00000086E-02
   81.2000046       2.62963083E-02   3.70370061E-03   3.00000086E-02
   81.3000031       2.62963083E-02   3.70370061E-03   3.00000086E-02
   81.4000015       2.62963083E-02   3.70370061E-03   3.00000086E-02
   81.5000000       2.62963083E-02   3.70370061E-03   3.00000086E-02
   81.5999985       2.62963083E-02   3.70370061E-03   3.00000086E-02
