 === NPZ Ecosistem model integration ====================================
  time            phytoplankton   zooplankton     nitrate         total_N
   1.88000000       2.84019746E-02   8.10332689E-03   3.49470461E-03   4.00000066E-02
   1.88999999       2.83995736E-02   8.09425395E-03   3.50617943E-03   4.00000066E-02
   1.89999998       2.83972174E-02   8.08519125E-03   3.51759954E-03   4.00000066E-02
   1.90999997       2.83949040E-02   8.07613879E-03   3.52896517E-03   4.00000066E-02
   1.91999996       2.83926353E-02   8.06709565E-03   3.54027655E-03   4.00000066E-02
   1.92999995       2.83904113E-02   8.05806275E-03   3.55153391E-03   4.00000103E-02
   1.93999994       2.83882301E-02   8.04904010E-03   3.56273749E-03   4.00000066E-02
   1.94999993       2.83860918E-02   8.04002769E-03   3.57388752E-03   4.00000066E-02
   1.95999992       2.83839982E-02   8.03102553E-03   3.58498422E-03   4.00000103E-02
   1.96999991       2.83819474E-02   8.02203268E-03   3.59602785E-03   4.00000066E-02
   1.97999990       2.83799395E-02   8.01305007E-03   3.60701862E-03   4.00000103E-02
   1.99000001       2.83779744E-02   8.00407771E-03   3.61795654E-03   4.00000103E-02
   2.00000000       2.83760522E-02   7.99511559E-03   3.62884207E-03   4.00000103E-02
   2.00999999       2.83741709E-02   7.98616279E-03   3.63967544E-03   4.00000103E-02
   2.01999998       2.83723325E-02   7.97722023E-03   3.65045690E-03   4.00000103E-02
   2.02999997       2.83705350E-02   7.96828791E-03   3.66118667E-03   4.00000066E-02
   2.03999996       2.83687785E-02   7.95936584E-03   3.67186475E-03   4.00000103E-02
   2.04999995       2.83670649E-02   7.95045309E-03   3.68249160E-03   4.00000103E-02
   2.05999994       2.83653922E-02   7.94155058E-03   3.69306747E-03   4.00000103E-02
   2.06999993       2.83637606E-02   7.93265831E-03   3.70359235E-03   4.00000140E-02
   2.07999992       2.83621699E-02   7.92377535E-03   3.71406646E-03   4.00000103E-02
   2.08999991       2.83606183E-02   7.91490264E-03   3.72449029E-03   4.00000103E-02
   2.09999990       2.83591077E-02   7.90603925E-03   3.73486383E-03   4.00000103E-02
   2.10999990       2.83576380E-02   7.89718609E-03   3.74518731E-03   4.00000103E-02
   2.11999989       2.83562075E-02   7.88834319E-03   3.75546096E-03   4.00000103E-02
   2.12999988       2.83548161E-02   7.87950959E-03   3.76568502E-03   4.00000103E-02
   2.13999987       2.83534657E-02   7.87068624E-03   3.77585972E-03   4.00000140E-02
   2.14999986       2.83521544E-02   7.86187220E-03   3.78598529E-03   4.00000140E-02
   2.15999985       2.83508822E-02   7.85306841E-03   3.79606173E-03   4.00000140E-02
   2.16999984       2.83496492E-02   7.84427486E-03   3.80608952E-03   4.00000103E-02
   2.18000007       2.83484533E-02   7.83549063E-03   3.81606864E-03   4.00000140E-02
   2.19000006       2.83472966E-02   7.82671664E-03   3.82599933E-03   4.00000140E-02
   2.20000005       2.83461791E-02   7.81795196E-03   3.83588206E-03   4.00000140E-02
   2.21000004       2.83450987E-02   7.80919706E-03   3.84571683E-03   4.00000140E-02
   2.22000003       2.83440575E-02   7.80045195E-03   3.85550363E-03   4.00000140E-02
   2.23000002       2.83430535E-02   7.79171661E-03   3.86524294E-03   4.00000140E-02
   2.24000001       2.83420868E-02   7.78299104E-03   3.87493498E-03   4.00000140E-02
   2.25000000       2.83411574E-02   7.77427526E-03   3.88457975E-03   4.00000140E-02
   2.25999999       2.83402652E-02   7.76556926E-03   3.89417750E-03   4.00000103E-02
   2.26999998       2.83394102E-02   7.75687303E-03   3.90372844E-03   4.00000103E-02
   2.27999997       2.83385925E-02   7.74818659E-03   3.91323306E-03   4.00000140E-02
   2.28999996       2.83378121E-02   7.73950992E-03   3.92269110E-03   4.00000103E-02
   2.29999995       2.83370670E-02   7.73084303E-03   3.93210305E-03   4.00000140E-02
   2.30999994       2.83363592E-02   7.72218546E-03   3.94146889E-03   4.00000140E-02
   2.31999993       2.83356868E-02   7.71353766E-03   3.95078864E-03   4.00000140E-02
   2.32999992       2.83350497E-02   7.70489965E-03   3.96006275E-03   4.00000103E-02
   2.33999991       2.83344500E-02   7.69627141E-03   3.96929169E-03   4.00000140E-02
   2.34999990       2.83338856E-02   7.68765248E-03   3.97847546E-03   4.00000140E-02
   2.35999990       2.83333566E-02   7.67904334E-03   3.98761407E-03   4.00000140E-02
   2.36999989       2.83328630E-02   7.67044397E-03   3.99670750E-03   4.00000140E-02
   2.37999988       2.83324048E-02   7.66185392E-03   4.00575623E-03   4.00000140E-02
   2.38999987       2.83319801E-02   7.65327364E-03   4.01476072E-03   4.00000140E-02
   2.39999986       2.83315908E-02   7.64470315E-03   4.02372098E-03   4.00000140E-02
   2.40999985       2.83312351E-02   7.63614196E-03   4.03263699E-03   4.00000140E-02
   2.41999984       2.83309147E-02   7.62759056E-03   4.04150877E-03   4.00000140E-02
   2.42999983       2.83306278E-02   7.61904847E-03   4.05033678E-03   4.00000140E-02
   2.44000006       2.83303764E-02   7.61051616E-03   4.05912148E-03   4.00000140E-02
   2.45000005       2.83301584E-02   7.60199362E-03   4.06786241E-03   4.00000140E-02
   2.46000004       2.83299740E-02   7.59348040E-03   4.07656003E-03   4.00000140E-02
   2.47000003       2.83298232E-02   7.58497650E-03   4.08521481E-03   4.00000140E-02
   2.48000002       2.83297058E-02   7.57648237E-03   4.09382675E-03   4.00000140E-02
   2.49000001       2.83296220E-02   7.56799756E-03   4.10239585E-03   4.00000140E-02
   2.50000000       2.83295698E-02   7.55952252E-03   4.11092257E-03   4.00000140E-02
   2.50999999       2.83295512E-02   7.55105680E-03   4.11940692E-03   4.00000140E-02
   2.51999998       2.83295661E-02   7.54260039E-03   4.12784889E-03   4.00000140E-02
   2.52999997       2.83296127E-02   7.53415376E-03   4.13624896E-03   4.00000140E-02
   2.53999996       2.83296928E-02   7.52571644E-03   4.14460711E-03   4.00000140E-02
   2.54999995       2.83298045E-02   7.51728844E-03   4.15292336E-03   4.00000177E-02
   2.55999994       2.83299480E-02   7.50887021E-03   4.16119816E-03   4.00000177E-02
   2.56999993       2.83301231E-02   7.50046130E-03   4.16943152E-03   4.00000140E-02
   2.57999992       2.83303298E-02   7.49206170E-03   4.17762389E-03   4.00000140E-02
   2.58999991       2.83305682E-02   7.48367142E-03   4.18577483E-03   4.00000140E-02
   2.59999990       2.83308383E-02   7.47529091E-03   4.19388525E-03   4.00000140E-02
   2.60999990       2.83311401E-02   7.46691972E-03   4.20195470E-03   4.00000140E-02
   2.61999989       2.83314735E-02   7.45855784E-03   4.20998363E-03   4.00000140E-02
   2.62999988       2.83318367E-02   7.45020527E-03   4.21797251E-03   4.00000140E-02
   2.63999987       2.83322316E-02   7.44186202E-03   4.22592089E-03   4.00000140E-02
   2.64999986       2.83326562E-02   7.43352808E-03   4.23382921E-03   4.00000140E-02
   2.65999985       2.83331126E-02   7.42520345E-03   4.24169749E-03   4.00000140E-02
   2.66999984       2.83335987E-02   7.41688814E-03   4.24952619E-03   4.00000140E-02
   2.67999983       2.83341147E-02   7.40858214E-03   4.25731530E-03   4.00000103E-02
   2.69000006       2.83346623E-02   7.40028545E-03   4.26506530E-03   4.00000140E-02
   2.70000005       2.83352397E-02   7.39199808E-03   4.27277572E-03   4.00000140E-02
   2.71000004       2.83358470E-02   7.38372002E-03   4.28044703E-03   4.00000140E-02
   2.72000003       2.83364840E-02   7.37545127E-03   4.28807968E-03   4.00000177E-02
   2.73000002       2.83371489E-02   7.36719184E-03   4.29567322E-03   4.00000140E-02
   2.74000001       2.83378437E-02   7.35894172E-03   4.30322811E-03   4.00000140E-02
   2.75000000       2.83385683E-02   7.35070091E-03   4.31074481E-03   4.00000140E-02
   2.75999999       2.83393208E-02   7.34246941E-03   4.31822287E-03   4.00000140E-02
   2.76999998       2.83401031E-02   7.33424723E-03   4.32566274E-03   4.00000103E-02
   2.77999997       2.83409134E-02   7.32603390E-03   4.33306489E-03   4.00000103E-02
   2.78999996       2.83417534E-02   7.31782988E-03   4.34042932E-03   4.00000103E-02
   2.79999995       2.83426214E-02   7.30963517E-03   4.34775604E-03   4.00000140E-02
   2.80999994       2.83435173E-02   7.30144978E-03   4.35504504E-03   4.00000140E-02
   2.81999993       2.83444431E-02   7.29327323E-03   4.36229631E-03   4.00000140E-02
   2.82999992       2.83453967E-02   7.28510600E-03   4.36951034E-03   4.00000140E-02
   2.83999991       2.83463784E-02   7.27694808E-03   4.37668758E-03   4.00000140E-02
   2.84999990       2.83473879E-02   7.26879900E-03   4.38382756E-03   4.00000140E-02
   2.85999990       2.83484235E-02   7.26065924E-03   4.39093076E-03   4.00000140E-02
   2.86999989       2.83494871E-02   7.25252880E-03   4.39799763E-03   4.00000140E-02
   2.87999988       2.83505786E-02   7.24440720E-03   4.40502772E-03   4.00000140E-02
   2.88999987       2.83516981E-02   7.23629491E-03   4.41202149E-03   4.00000140E-02
   2.89999986       2.83528436E-02   7.22819148E-03   4.41897893E-03   4.00000140E-02
   2.90999985       2.83540171E-02   7.22009735E-03   4.42590052E-03   4.00000177E-02
   2.91999984       2.83552166E-02   7.21201207E-03   4.43278579E-03   4.00000140E-02
   2.92999983       2.83564422E-02   7.20393611E-03   4.43963520E-03   4.00000140E-02
   2.93999982       2.83576958E-02   7.19586900E-03   4.44644922E-03   4.00000140E-02
   2.95000005       2.83589754E-02   7.18781119E-03   4.45322786E-03   4.00000140E-02
   2.96000004       2.83602811E-02   7.17976224E-03   4.45997110E-03   4.00000140E-02
   2.97000003       2.83616129E-02   7.17172259E-03   4.46667895E-03   4.00000140E-02
   2.98000002       2.83629708E-02   7.16369180E-03   4.47335141E-03   4.00000140E-02
   2.99000001       2.83643547E-02   7.15566985E-03   4.47998894E-03   4.00000140E-02
   3.00000000       2.83657648E-02   7.14765722E-03   4.48659202E-03   4.00000140E-02
   3.00999999       2.83672009E-02   7.13965343E-03   4.49316017E-03   4.00000140E-02
   3.01999998       2.83686612E-02   7.13165849E-03   4.49969387E-03   4.00000103E-02
   3.02999997       2.83701476E-02   7.12367287E-03   4.50619310E-03   4.00000140E-02
   3.03999996       2.83716600E-02   7.11569609E-03   4.51265788E-03   4.00000140E-02
   3.04999995       2.83731967E-02   7.10772816E-03   4.51908866E-03   4.00000140E-02
   3.05999994       2.83747595E-02   7.09976908E-03   4.52548545E-03   4.00000140E-02
   3.06999993       2.83763465E-02   7.09181931E-03   4.53184824E-03   4.00000140E-02
   3.07999992       2.83779576E-02   7.08387839E-03   4.53817751E-03   4.00000140E-02
   3.08999991       2.83795949E-02   7.07594631E-03   4.54447279E-03   4.00000140E-02
   3.09999990       2.83812564E-02   7.06802309E-03   4.55073453E-03   4.00000140E-02
   3.10999990       2.83829421E-02   7.06010871E-03   4.55696322E-03   4.00000140E-02
   3.11999989       2.83846520E-02   7.05220317E-03   4.56315838E-03   4.00000140E-02
   3.12999988       2.83863861E-02   7.04430649E-03   4.56932047E-03   4.00000140E-02
   3.13999987       2.83881444E-02   7.03641912E-03   4.57544997E-03   4.00000140E-02
   3.14999986       2.83899270E-02   7.02854060E-03   4.58154641E-03   4.00000140E-02
   3.15999985       2.83917338E-02   7.02067092E-03   4.58761025E-03   4.00000140E-02
   3.16999984       2.83935629E-02   7.01281009E-03   4.59364150E-03   4.00000140E-02
   3.17999983       2.83954162E-02   7.00495811E-03   4.59964015E-03   4.00000140E-02
